00BS               20190214                                                                                   
0601BSC5Y       20190101010500100000100000 0500000000003072   
0601BSC5Y       20190101010600100000100000 0500000000003074   
0601BSC5Y       20190101010700100000100000 0500000000003077   
0601BSC5Y       20190101010800100000100000 0500000000003079   
0601BSC5Y       20190101010900100000100000 0500000000003082   
0601BSC5Y       20190101011000100000100000 0500000000003084   
0601BSC5Y       20190101011100100000100000 0500000000003086   
0601BSC5Y       20190101011200100000100000 0500000000003088   
0601BSC5Y       20190101011300100000100000 0500000000003090   
0601BSC5Y       20190101011400100000100000 0500000000003092   
0601BSC5Y       20190101011500100000100000 0500000000003094   
0601BSC5Y       20190101011600100000100000 0500000000003096   
0601BSC5Y       20190101011700100000100000 0500000000003098   
0601BSC5Y       20190101011800100000100000 0500000000003100   
0601BSC5Y       20190101011900100000100000 0500000000003102   
0601BSC5Y       20190101012000100000100000 0500000000003104   
0601BSC5Y       20190101012100100000100000 0500000000003106   
0601BSC5Y       20190101012200100000100000 0500000000003108   
0601BSC5Y       20190101012300100000100000 0500000000003110   
0601BSC5Y       20190101012400100000100000 0500000000003111   
0601BSC5Y       20190101012500100000100000 0500000000003113   
0601BSC5Y       20190101012600100000100000 0500000000003115   
0601BSC5Y       20190101012700100000100000 0500000000003117   
0601BSC5Y       20190101012800100000100000 0500000000003118   
0601BSC5Y       20190101012900100000100000 0500000000003120   
0601BSC5Y       20190101013000100000100000 0500000000003122   
0601BSC5Y       20190101013100100000100000 0500000000003123   
0601BSC5Y       20190101013200100000100000 0500000000003125   
0601BSC5Y       20190101013300100000100000 0500000000003126   
0601BSC5Y       20190101013400100000100000 0500000000003128   
0601BSC5Y       20190101013500100000100000 0500000000003129   
0601BSC5Y       20190101013600100000100000 0500000000003131   
0601BSC5Y       20190101013700100000100000 0500000000003132   
0601BSC5Y       20190101013800100000100000 0500000000003134   
0601BSC5Y       20190101013900100000100000 0500000000003135   
0601BSC5Y       20190101014000100000100000 0500000000003137   
0601BSC5Y       20190101014100100000100000 0500000000003138   
0601BSC5Y       20190101014200100000100000 0500000000003139   
0601BSC5Y       20190101014300100000100000 0500000000003141   
0601BSC5Y       20190101014400100000100000 0500000000003142   
0601BSC5Y       20190101014500100000100000 0500000000003143   
0601BSC5Y       20190101014600100000100000 0500000000003145   
0601BSC5Y       20190101014700100000100000 0500000000003146   
0601BSC5Y       20190101014800100000100000 0500000000003147   
0601BSC5Y       20190101014900100000100000 0500000000003148   
0601BSC5Y       20190101015000100000100000 0500000000003150   
0601BSC5Y       20190101015100100000100000 0500000000003151   
0601BSC5Y       20190101015200100000100000 0500000000003152   
0601BSC5Y       20190101015300100000100000 0500000000003153   
0601BSC5Y       20190101015400100000100000 0500000000003154   
0601BSC5Y       20190101015500100000100000 0500000000003155   
0601BSC5Y       20190101015600100000100000 0500000000003157   
0601BSC5Y       20190101015700100000100000 0500000000003158   
0601BSC5Y       20190101015800100000100000 0500000000003159   
0601BSC5Y       20190101015900100000100000 0500000000003160   
0601BSC5Y       20190101016000100000100000 0500000000003161   
0601BSC5Y       20190101016100100000100000 0500000000003162   
0601BSC5Y       20190101016200100000100000 0500000000003163   
0601BSC5Y       20190101016300100000100000 0500000000003164   
0601BSC5Y       20190101016400100000100000 0500000000003165   
0601BSC5Y       20190101016500100000100000 0500000000003166   
0601BSC5Y       20190101016600100000100000 0500000000003167   
0601BSC5Y       20190101016700100000100000 0500000000003168   
0601BSC5Y       20190101016800100000100000 0500000000003169   
0601BSC5Y       20190101016900100000100000 0500000000003170   
0601BSC5Y       20190101017000100000100000 0500000000003171   
0601BSC5Y       20190101017100100000100000 0500000000003172   
0601BSC5Y       20190101017200100000100000 0500000000003173   
0601BSC5Y       20190101017300100000100000 0500000000003174   
0601BSC5Y       20190101017400100000100000 0500000000003175   
0601BSC5Y       20190101017500100000100000 0500000000003176   
0601BSC5Y       20190101017600100000100000 0500000000003176   
0601BSC5Y       20190101017700100000100000 0500000000003177   
0601BSC5Y       20190101017800100000100000 0500000000003178   
0601BSC5Y       20190101017900100000100000 0500000000003179   
0601BSC5Y       20190101018000100000100000 0500000000003180   
0601BSC5Y       20190101018100100000100000 0500000000003181   
0601BSC5Y       20190101018200100000100000 0500000000003182   
0601BSC5Y       20190101018300100000100000 0500000000003183   
0601BSC5Y       20190101018400100000100000 0500000000003183   
0601BSC5Y       20190101018500100000100000 0500000000003184   
0601BSC5Y       20190101018600100000100000 0500000000003185   
0601BSC5Y       20190101018700100000100000 0500000000003186   
0601BSC5Y       20190101018800100000100000 0500000000003186   
0601BSC5Y       20190101018900100000100000 0500000000003187   
0601BSC5Y       20190101019000100000100000 0500000000003188   
0601BSC5Y       20190101019100100000100000 0500000000003189   
0601BSC5Y       20190101019200100000100000 0500000000003189   
0601BSC5Y       20190101019300100000100000 0500000000003190   
0601BSC5Y       20190101019400100000100000 0500000000003191   
0601BSC5Y       20190101019500100000100000 0500000000003192   
0601BSC5Y       20190101019600100000100000 0500000000003192   
0601BSC5Y       20190101019700100000100000 0500000000003193   
0601BSC5Y       20190101019800100000100000 0500000000003194   
0601BSC5Y       20190101019900100000100000 0500000000003194   
0601BSC5Y       20190101020000100001000000 0500000000003198   
0601BSC5Y       20190101021000100001000000 0500000000003204   
0601BSC5Y       20190101022000100001000000 0500000000003210   
0601BSC5Y       20190101023000100001000000 0500000000003215   
0601BSC5Y       20190101024000100001000000 0500000000003220   
0601BSC5Y       20190101025000100001000000 0500000000003224   
0601BSC5Y       20190101026000100001000000 0500000000003229   
0601BSC5Y       20190101027000100001000000 0500000000003232   
0601BSC5Y       20190101028000100001000000 0500000000003236   
0601BSC5Y       20190101029000100001000000 0500000000003239   
0601BSC5Y       20190101030000100001000000 0500000000003242   
0601BSC5Y       20190101031000100001000000 0500000000003245   
0601BSC5Y       20190101032000100001000000 0500000000003248   
0601BSC5Y       20190101033000100001000000 0500000000003250   
0601BSC5Y       20190101034000100001000000 0500000000003253   
0601BSC5Y       20190101035000100001000000 0500000000003255   
0601BSC5Y       20190101036000100001000000 0500000000003257   
0601BSC5Y       20190101037000100001000000 0500000000003259   
0601BSC5Y       20190101038000100001000000 0500000000003261   
0601BSC5Y       20190101039000100001000000 0500000000003263   
0601BSC5Y       20190101040000100001000000 0500000000003265   
0601BSC5Y       20190101041000100001000000 0500000000003266   
0601BSC5Y       20190101042000100001000000 0500000000003268   
0601BSC5Y       20190101043000100001000000 0500000000003269   
0601BSC5Y       20190101044000100001000000 0500000000003271   
0601BSC5Y       20190101045000100001000000 0500000000003272   
0601BSC5Y       20190101046000100001000000 0500000000003273   
0601BSC5Y       20190101047000100001000000 0500000000003275   
0601BSC5Y       20190101048000100001000000 0500000000003276   
0601BSC5Y       20190101049000100001000000 0500000000003277   
0601BSC5Y       20190101050000100001000000 0500000000003278   
0601BSC5Y       20190101051000100001000000 0500000000003279   
0601BSC5Y       20190101052000100001000000 0500000000003280   
0601BSC5Y       20190101053000100001000000 0500000000003281   
0601BSC5Y       20190101054000100001000000 0500000000003282   
0601BSC5Y       20190101055000100001000000 0500000000003283   
0601BSC5Y       20190101056000100001000000 0500000000003284   
0601BSC5Y       20190101057000100001000000 0500000000003285   
0601BSC5Y       20190101058000100001000000 0500000000003286   
0601BSC5Y       20190101059000100001000000 0500000000003286   
0601BSC5Y       20190101060000100010000000 0500000000003290   
0601BSC5Y       20190101070000100010000000 0500000000003296   
0601BSC5Y       20190101080000100010000000 0500000000003300   
0601BSC5Y       20190101090000100010000000 0500000000003304   
0601BSC5Y       20190101100000100010000000 0500000000003306   
0601BSC6Y       20190101000000100000110000 0600000000000000   
0601BSC6Y       20190101000110100000010000 0600000000000000   
0601BSC6Y       20190101000120100000010000 0600000000000000   
0601BSC6Y       20190101000130100000010000 0600000000000000   
0601BSC6Y       20190101000140100000010000 0600000000000000   
0601BSC6Y       20190101000150100000010000 0600000000000000   
0601BSC6Y       20190101000160100000010000 0600000000000000   
0601BSC6Y       20190101000170100000010000 0600000000000000   
0601BSC6Y       20190101000180100000010000 0600000000000000   
0601BSC6Y       20190101000190100000010000 0600000000000000   
0601BSC6Y       20190101000200100000010000 0600000000000000   
0601BSC6Y       20190101000210100000010000 0600000000000000   
0601BSC6Y       20190101000220100000010000 0600000000000000   
0601BSC6Y       20190101000230100000010000 0600000000000000   
0601BSC6Y       20190101000240100000010000 0600000000000000   
0601BSC6Y       20190101000250100000010000 0600000000000000   
0601BSC6Y       20190101000260100000010000 0600000000000000   
0601BSC6Y       20190101000270100000010000 0600000000000000   
0601BSC6Y       20190101000280100000010000 0600000000000000   
0601BSC6Y       20190101000290100000010000 0600000000000000   
0601BSC6Y       20190101000300100000010000 0600000000000000   
0601BSC6Y       20190101000310100000010000 0600000000000000   
0601BSC6Y       20190101000320100000010000 0600000000000000   
0601BSC6Y       20190101000330100000010000 0600000000000000   
0601BSC6Y       20190101000340100000010000 0600000000000000   
0601BSC6Y       20190101000350100000010000 0600000000000000   
0601BSC6Y       20190101000360100000010000 0600000000000000   
0601BSC6Y       20190101000370100000010000 0600000000000000   
0601BSC6Y       20190101000380100000010000 0600000000000000   
0601BSC6Y       20190101000390100000010000 0600000000000000   
0601BSC6Y       20190101000400100000010000 0600000000000000   
0601BSC6Y       20190101000410100000010000 0600000000000000   
0601BSC6Y       20190101000420100000010000 0600000000000000   
0601BSC6Y       20190101000430100000010000 0600000000000000   
0601BSC6Y       20190101000440100000010000 0600000000000000   
0601BSC6Y       20190101000450100000010000 0600000000000000   
0601BSC6Y       20190101000460100000010000 0600000000000028   
0601BSC6Y       20190101000470100000010000 0600000000000066   
0601BSC6Y       20190101000480100000010000 0600000000000106   
0601BSC6Y       20190101000490100000010000 0600000000000141   
0601BSC6Y       20190101000500100000010000 0600000000000178   
0601BSC6Y       20190101000510100000010000 0600000000000210   
0601BSC6Y       20190101000520100000010000 0600000000000241   
0601BSC6Y       20190101000530100000010000 0600000000000274   
0601BSC6Y       20190101000540100000010000 0600000000000303   
0601BSC6Y       20190101000550100000010000 0600000000000334   
