00AG               20181002                                                                                   
0601AGA2N       20190101000200100000005000 0200000020000000   
0601AGA2N       20190101000205100000005000 0200000020000000   
0601AGA2N       20190101000210100000005000 0200000020000000   
0601AGA2N       20190101000215100000005000 0200000020000000   
0601AGA2N       20190101000220100000005000 0200000020000000   
0601AGA2N       20190101000225100000005000 0200000020000000   
0601AGA2N       20190101000230100000005000 0200000020000000   
0601AGA2N       20190101000235100000005000 0200000020000000   
0601AGA2N       20190101000240100000005000 0200000020000000   
0601AGA2N       20190101000245100000005000 0200000020000000   
0601AGA2N       20190101000250100000005000 0200000020000000   
0601AGA2N       20190101000255100000005000 0200000020000000   
0601AGA2N       20190101000260100000005000 0200000020000000   
0601AGA2N       20190101000265100000005000 0200000020000000   
0601AGA2N       20190101000270100000005000 0200000020000000   
0601AGA2N       20190101000275100000005000 0200000020000000   
0601AGA2N       20190101000280100000005000 0200000020000000   
0601AGA2N       20190101000285100000005000 0200000020000000   
0601AGA2N       20190101000290100000005000 0200000020000000   
0601AGA2N       20190101000295100000005000 0200000020000000   
0601AGA2N       20190101000300100000005000 0200000030000010   
0601AGA2N       20190101000305100000005000 0200000030000010   
0601AGA2N       20190101000310100000005000 0200000030000010   
0601AGA2N       20190101000315100000005000 0200000030000010   
0601AGA2N       20190101000320100000005000 0200000030000010   
0601AGA2N       20190101000325100000005000 0200000030000010   
0601AGA2N       20190101000330100000005000 0200000030000010   
0601AGA2N       20190101000335100000005000 0200000030000010   
0601AGA2N       20190101000340100000005000 0200000030000010   
0601AGA2N       20190101000345100000005000 0200000030000010   
0601AGA2N       20190101000350100000005000 0200000030000010   
0601AGA2N       20190101000355100000005000 0200000070000020   
0601AGA2N       20190101000360100000005000 0200000100000030   
0601AGA2N       20190101000365100000005000 0200000110000030   
0601AGA2N       20190101000370100000005000 0200000140000040   
0601AGA2N       20190101000375100000005000 0200000150000040   
0601AGA2N       20190101000380100000005000 0200000190000050   
0601AGA2N       20190101000385100000005000 0200000190000050   
0601AGA2N       20190101000390100000005000 0200000230000060   
0601AGA2N       20190101000395100000005000 0200000230000060   
0601AGA2N       20190101000400100000005000 0200000280000070   
0601AGA2N       20190101000405100000005000 0200000280000070   
0601AGA2N       20190101000410100000005000 0200000610000150   
0601AGA2N       20190101000415100000005000 0200000620000150   
0601AGA2N       20190101000420100000005000 0200000670000160   
0601AGA2N       20190101000425100000005000 0200000720000170   
0601AGA2N       20190101000430100000005000 0200000730000170   
0601AGA2N       20190101000435100000005000 0200000780000180   
0601AGA2N       20190101000440100000005000 0200000840000190   
0601AGA2N       20190101000445100000005000 0200000890000200   
0601AGA2N       20190101000450100000005000 0200000900000200   
0601AGA2N       20190101000455100000005000 0200000960000210   
0601AGA2N       20190101000460100000005000 0200001010000220   
0601AGA2N       20190101000465100000005000 0200001070000230   
0601AGA2N       20190101000470100000005000 0200001180000250   
0601AGA2N       20190101000475100000005000 0200001240000260   
0601AGA2N       20190101000480100000005000 0200001300000270   
0601AGA2N       20190101000485100000005000 0200001310000270   
0601AGA2N       20190101000490100000005000 0200001370000280   
0601AGA2N       20190101000495100000005000 0200001440000290   
0601AGA2N       20190101000500100000005000 0200001500000300   
0601AGA2N       20190101000505100000005000 0200001520000300   
0601AGA2N       20190101000510100000005000 0200001580000310   
0601AGA2N       20190101000515100000005000 0200001650000320   
0601AGA2N       20190101000520100000005000 0200001720000330   
0601AGA2N       20190101000525100000005000 0200001840000350   
0601AGA2N       20190101000530100000005000 0200001910000360   
0601AGA2N       20190101000535100000005000 0200001980000370   
0601AGA2N       20190101000540100000005000 0200002000000370   
0601AGA2N       20190101000545100000005000 0200002080000380   
0601AGA2N       20190101000550100000005000 0200002150000390   
0601AGA2N       20190101000555100000005000 0200002230000400   
0601AGA2N       20190101000560100000005000 0200002300000410   
0601AGA2N       20190101000565100000005000 0200002380000420   
0601AGA2N       20190101000570100000005000 0200002400000420   
0601AGA2N       20190101000575100000005000 0200002590000450   
0601AGA2N       20190101000580100000005000 0200002670000460   
0601AGA2N       20190101000585100000005000 0200002760000470   
0601AGA2N       20190101000590100000005000 0200002840000480   
0601AGA2N       20190101000595100000005000 0200002920000490   
0601AGA2N       20190101000600100000005000 0200002950000490   
0601AGA2N       20190101000605100000005000 0200003030000500   
0601AGA2N       20190101000610100000005000 0200003120000510   
0601AGA2N       20190101000615100000005000 0200003210000520   
0601AGA2N       20190101000620100000005000 0200003290000530   
0601AGA2N       20190101000625100000005000 0200003380000540   
0601AGA2N       20190101000630100000005000 0200003470000550   
0601AGA2N       20190101000635100000005000 0200003570000560   
0601AGA2N       20190101000640100000005000 0200003660000570   
0601AGA2N       20190101000645100000005000 0200003750000580   
0601AGA2N       20190101000650100000005000 0200003840000590   
0601AGA2N       20190101000655100000005000 0200003870000590   
0601AGA2N       20190101000660100000005000 0200003970000600   
0601AGA2N       20190101000665100000005000 0200004070000610   
0601AGA2N       20190101000670100000005000 0200004160000620   
0601AGA2N       20190101000675100000005000 0200004260000630   
0601AGA2N       20190101000680100000005000 0200004360000640   
0601AGA2N       20190101000685100000005000 0200004400000640   
0601AGA2N       20190101000690100000005000 0200004500000650   
0601AGA2N       20190101000695100000005000 0200004600000660   
0601AGA2N       20190101000700100000005000 0200004700000670   
0601AGA2N       20190101000705100000005000 0200004810000680   
0601AGA2N       20190101000710100000005000 0200004840000680   
0601AGA2N       20190101000715100000005000 0200004950000690   
0601AGA2N       20190101000720100000005000 0200005050000700   
0601AGA2N       20190101000725100000005000 0200005160000710   
0601AGA2N       20190101000730100000005000 0200005270000720   
0601AGA2N       20190101000735100000005000 0200005310000720   
0601AGA2N       20190101000740100000005000 0200005420000730   
0601AGA2N       20190101000745100000005000 0200005530000740   
0601AGA2N       20190101000750100000005000 0200005640000750   
0601AGA2N       20190101000755100000005000 0200005680000750   
0601AGA2N       20190101000760100000005000 0200005790000760   
0601AGA2N       20190101000765100000005000 0200005900000770   
0601AGA2N       20190101000770100000005000 0200005940000770   
0601AGA2N       20190101000775100000005000 0200006060000780   
0601AGA2N       20190101000780100000005000 0200006180000790   
0601AGA2N       20190101000785100000005000 0200006220000790   
0601AGA2N       20190101000790100000005000 0200006340000800   
0601AGA2N       20190101000795100000005000 0200006450000810   
0601AGA2N       20190101000800100000005000 0200006500000810   
0601AGA2N       20190101000805100000005000 0200006620000820   
0601AGA2N       20190101000810100000005000 0200006740000830   
0601AGA2N       20190101000815100000005000 0200006860000840   
0601AGA2N       20190101000820100000005000 0200006900000840   
0601AGA2N       20190101000825100000005000 0200007030000850   
0601AGA2N       20190101000830100000005000 0200007070000850   
0601AGA2N       20190101000835100000005000 0200007200000860   
0601AGA2N       20190101000840100000005000 0200007320000870   
0601AGA2N       20190101000845100000005000 0200007370000870   
0601AGA2N       20190101000850100000005000 0200007500000880   
0601AGA2N       20190101000855100000005000 0200007630000890   
0601AGA2N       20190101000860100000005000 0200007670000890   
0601AGA2N       20190101000865100000005000 0200007800000900   
0601AGA2N       20190101000870100000005000 0200007930000910   
0601AGA2N       20190101000875100000005000 0200007980000910   
0601AGA2N       20190101000880100000005000 0200008110000920   
0601AGA2N       20190101000885100000005000 0200008160000920   
0601AGA2N       20190101000890100000005000 0200008300000930   
0601AGA2N       20190101000895100000005000 0200008340000930   
0601AGA2N       20190101000900100000005000 0200008480000940   
0601AGA2N       20190101000905100000005000 0200008620000950   
0601AGA2N       20190101000910100000005000 0200008660000950   
0601AGA2N       20190101000915100000005000 0200008800000960   
0601AGA2N       20190101000920100000005000 0200008850000960   
0601AGA2N       20190101000925100000005000 0200008990000970   
0601AGA2N       20190101000930100000005000 0200009130000980   
0601AGA2N       20190101000935100000005000 0200009280000990   
0601AGA2N       20190101000940100000005000 0200009330000990   
0601AGA2N       20190101000945100000005000 0200009470001000   
0601AGA2N       20190101000950100000005000 0200009620001010   
0601AGA2N       20190101000955100000005000 0200009670001010   
0601AGA2N       20190101000960100000005000 0200009810001020   
0601AGA2N       20190101000965100000005000 0200009960001030   
0601AGA2N       20190101000970100000005000 0200010010001030   
0601AGA2N       20190101000975100000005000 0200010160001040   
0601AGA2N       20190101000980100000005000 0200010310001050   
0601AGA2N       20190101000985100000005000 0200010360001050   
0601AGA2N       20190101000990100000005000 0200010520001060   
0601AGA2N       20190101000995100000005000 0200010670001070   
0601AGA2N       20190101001000100000050000 0200000000001100   
0601AGA2N       20190101001050100000050000 0200000000001160   
0601AGA2N       20190101001100100000050000 0200000000001210   
0601AGA2N       20190101001150100000050000 0200000000001260   
0601AGA2N       20190101001200100000050000 0200000000001310   
0601AGA2N       20190101001250100000050000 0200000000001360   
