00GL               20251204                                                                                   
0601GLA0N       20260101002795100000005000 0000000104002283   
0601GLA0N       20260101002800100000005000 0000000104002285   
0601GLA0N       20260101002805100000005000 0000000104002287   
0601GLA0N       20260101002810100000005000 0000000104002288   
0601GLA0N       20260101002815100000005000 0000000104002290   
0601GLA0N       20260101002820100000005000 0000000104002292   
0601GLA0N       20260101002825100000005000 0000000104002293   
0601GLA0N       20260101002830100000005000 0000000104002294   
0601GLA0N       20260101002835100000005000 0000000104002297   
0601GLA0N       20260101002840100000005000 0000000104002298   
0601GLA0N       20260101002845100000005000 0000000104002300   
0601GLA0N       20260101002850100000005000 0000000104002301   
0601GLA0N       20260101002855100000005000 0000000104002303   
0601GLA0N       20260101002860100000005000 0000000104002304   
0601GLA0N       20260101002865100000005000 0000000104002305   
0601GLA0N       20260101002870100000005000 0000000104002308   
0601GLA0N       20260101002875100000005000 0000000104002309   
0601GLA0N       20260101002880100000005000 0000000104002310   
0601GLA0N       20260101002885100000005000 0000000104002313   
0601GLA0N       20260101002890100000005000 0000000104002314   
0601GLA0N       20260101002895100000005000 0000000104002315   
0601GLA0N       20260101002900100000005000 0000000104002316   
0601GLA0N       20260101002905100000005000 0000000104002318   
0601GLA0N       20260101002910100000005000 0000000104002320   
0601GLA0N       20260101002915100000005000 0000000104002321   
0601GLA0N       20260101002920100000005000 0000000104002323   
0601GLA0N       20260101002925100000005000 0000000104002325   
0601GLA0N       20260101002930100000005000 0000000104002326   
0601GLA0N       20260101002935100000005000 0000000104002327   
0601GLA0N       20260101002940100000005000 0000000104002329   
0601GLA0N       20260101002945100000005000 0000000104002330   
0601GLA0N       20260101002950100000005000 0000000104002332   
0601GLA0N       20260101002955100000005000 0000000104002334   
0601GLA0N       20260101002960100000005000 0000000104002335   
0601GLA0N       20260101002965100000005000 0000000104002336   
0601GLA0N       20260101002970100000005000 0000000104002337   
0601GLA0N       20260101002975100000005000 0000000104002339   
0601GLA0N       20260101002980100000005000 0000000104002340   
0601GLA0N       20260101002985100000005000 0000000104002342   
0601GLA0N       20260101002990100000005000 0000000104002344   
0601GLA0N       20260101002995100000005000 0000000104002345   
0601GLA0N       20260101003000100000500000 0000000104002411   
0601GLA0N       20260101003500100000500000 0000000104002517   
0601GLA0N       20260101004000100000500000 0000000104002609   
0601GLA0N       20260101004500100000500000 0000000104002674   
0601GLA0N       20260101005000100000500000 0000000104002704   
0601GLA0N       20260101005500100000500000 0000000104002728   
0601GLA0N       20260101006000100000500000 0000000104002749   
0601GLA0N       20260101006500100000500000 0000000104002767   
0601GLA0N       20260101007000100000500000 0000000104002783   
0601GLA0N       20260101007500100000500000 0000000104002793   
0601GLA0N       20260101008000100000500000 0000000104002796   
0601GLA0N       20260101008500100000500000 0000000104002799   
0601GLA0N       20260101009000100000500000 0000000104002801   
0601GLA0N       20260101009500100000500000 0000000104002803   
0601GLA1N       20260101000000100000120000 0100000104000000   
0601GLA1N       20260101000120100000005000 0100000104000000   
0601GLA1N       20260101000125100000005000 0100000104000000   
0601GLA1N       20260101000130100000005000 0100000104000000   
0601GLA1N       20260101000135100000005000 0100000104000000   
0601GLA1N       20260101000140100000005000 0100000104000000   
0601GLA1N       20260101000145100000005000 0100000104000000   
0601GLA1N       20260101000150100000005000 0100000104000000   
0601GLA1N       20260101000155100000005000 0100000104000000   
0601GLA1N       20260101000160100000005000 0100000104000000   
0601GLA1N       20260101000165100000005000 0100000104000000   
0601GLA1N       20260101000170100000005000 0100000104000000   
0601GLA1N       20260101000175100000005000 0100000104000000   
0601GLA1N       20260101000180100000005000 0100000104000000   
0601GLA1N       20260101000185100000005000 0100000104000000   
0601GLA1N       20260101000190100000005000 0100000104000000   
0601GLA1N       20260101000195100000005000 0100000104000000   
0601GLA1N       20260101000200100000005000 0100000104000000   
0601GLA1N       20260101000205100000005000 0100000104000000   
0601GLA1N       20260101000210100000005000 0100000104000000   
0601GLA1N       20260101000215100000005000 0100000104000000   
0601GLA1N       20260101000220100000005000 0100000104000000   
0601GLA1N       20260101000225100000005000 0100000104000000   
0601GLA1N       20260101000230100000005000 0100000104000000   
0601GLA1N       20260101000235100000005000 0100000104000000   
0601GLA1N       20260101000240100000005000 0100000104000000   
0601GLA1N       20260101000245100000005000 0100000104000048   
0601GLA1N       20260101000250100000005000 0100000104000063   
0601GLA1N       20260101000255100000005000 0100000104000078   
0601GLA1N       20260101000260100000005000 0100000104000091   
0601GLA1N       20260101000265100000005000 0100000104000105   
0601GLA1N       20260101000270100000005000 0100000104000117   
0601GLA1N       20260101000275100000005000 0100000104000130   
0601GLA1N       20260101000280100000005000 0100000104000142   
0601GLA1N       20260101000285100000005000 0100000104000157   
0601GLA1N       20260101000290100000005000 0100000104000168   
0601GLA1N       20260101000295100000005000 0100000104000178   
0601GLA1N       20260101000300100000005000 0100000104000188   
0601GLA1N       20260101000305100000005000 0100000104000198   
0601GLA1N       20260101000310100000005000 0100000104000208   
0601GLA1N       20260101000315100000005000 0100000104000217   
0601GLA1N       20260101000320100000005000 0100000104000233   
0601GLA1N       20260101000325100000005000 0100000104000241   
0601GLA1N       20260101000330100000005000 0100000104000253   
0601GLA1N       20260101000335100000005000 0100000104000261   
0601GLA1N       20260101000340100000005000 0100000104000272   
0601GLA1N       20260101000345100000005000 0100000104000279   
0601GLA1N       20260101000350100000005000 0100000104000292   
0601GLA1N       20260101000355100000005000 0100000104000305   
0601GLA1N       20260101000360100000005000 0100000104000314   
0601GLA1N       20260101000365100000005000 0100000104000327   
0601GLA1N       20260101000370100000005000 0100000104000338   
0601GLA1N       20260101000375100000005000 0100000104000350   
0601GLA1N       20260101000380100000005000 0100000104000361   
0601GLA1N       20260101000385100000005000 0100000104000372   
0601GLA1N       20260101000390100000005000 0100000104000382   
0601GLA1N       20260101000395100000005000 0100000104000392   
0601GLA1N       20260101000400100000005000 0100000104000402   
0601GLA1N       20260101000405100000005000 0100000104000412   
0601GLA1N       20260101000410100000005000 0100000104000419   
0601GLA1N       20260101000415100000005000 0100000104000429   
0601GLA1N       20260101000420100000005000 0100000104000438   
0601GLA1N       20260101000425100000005000 0100000104000447   
0601GLA1N       20260101000430100000005000 0100000104000455   
0601GLA1N       20260101000435100000005000 0100000104000464   
0601GLA1N       20260101000440100000005000 0100000104000472   
0601GLA1N       20260101000445100000005000 0100000104000480   
0601GLA1N       20260101000450100000005000 0100000104000488   
0601GLA1N       20260101000455100000005000 0100000104000498   
0601GLA1N       20260101000460100000005000 0100000104000508   
0601GLA1N       20260101000465100000005000 0100000104000518   
0601GLA1N       20260101000470100000005000 0100000104000527   
0601GLA1N       20260101000475100000005000 0100000104000534   
0601GLA1N       20260101000480100000005000 0100000104000543   
0601GLA1N       20260101000485100000005000 0100000104000552   
0601GLA1N       20260101000490100000005000 0100000104000560   
0601GLA1N       20260101000495100000005000 0100000104000569   
0601GLA1N       20260101000500100000005000 0100000104000577   
0601GLA1N       20260101000505100000005000 0100000104000585   
0601GLA1N       20260101000510100000005000 0100000104000593   
0601GLA1N       20260101000515100000005000 0100000104000601   
0601GLA1N       20260101000520100000005000 0100000104000609   
0601GLA1N       20260101000525100000005000 0100000104000616   
0601GLA1N       20260101000530100000005000 0100000104000623   
0601GLA1N       20260101000535100000005000 0100000104000629   
0601GLA1N       20260101000540100000005000 0100000104000636   
0601GLA1N       20260101000545100000005000 0100000104000643   
0601GLA1N       20260101000550100000005000 0100000104000650   
0601GLA1N       20260101000555100000005000 0100000104000657   
0601GLA1N       20260101000560100000005000 0100000104000663   
0601GLA1N       20260101000565100000005000 0100000104000670   
0601GLA1N       20260101000570100000005000 0100000104000676   
0601GLA1N       20260101000575100000005000 0100000104000682   
0601GLA1N       20260101000580100000005000 0100000104000688   
0601GLA1N       20260101000585100000005000 0100000104000696   
0601GLA1N       20260101000590100000005000 0100000104000702   
0601GLA1N       20260101000595100000005000 0100000104000710   
0601GLA1N       20260101000600100000005000 0100000104000717   
0601GLA1N       20260101000605100000005000 0100000104000721   
0601GLA1N       20260101000610100000005000 0100000104000728   
0601GLA1N       20260101000615100000005000 0100000104000734   
0601GLA1N       20260101000620100000005000 0100000104000741   
0601GLA1N       20260101000625100000005000 0100000104000747   
0601GLA1N       20260101000630100000005000 0100000104000751   
0601GLA1N       20260101000635100000005000 0100000104000758   
0601GLA1N       20260101000640100000005000 0100000104000764   
0601GLA1N       20260101000645100000005000 0100000104000769   
0601GLA1N       20260101000650100000005000 0100000104000775   
0601GLA1N       20260101000655100000005000 0100000104000779   
0601GLA1N       20260101000660100000005000 0100000104000785   
0601GLA1N       20260101000665100000005000 0100000104000791   
0601GLA1N       20260101000670100000005000 0100000104000799   
0601GLA1N       20260101000675100000005000 0100000104000806   
0601GLA1N       20260101000680100000005000 0100000104000813   
0601GLA1N       20260101000685100000005000 0100000104000817   
0601GLA1N       20260101000690100000005000 0100000104000825   
0601GLA1N       20260101000695100000005000 0100000104000830   
0601GLA1N       20260101000700100000005000 0100000104000837   
0601GLA1N       20260101000705100000005000 0100000104000844   
0601GLA1N       20260101000710100000005000 0100000104000848   
0601GLA1N       20260101000715100000005000 0100000104000854   
0601GLA1N       20260101000720100000005000 0100000104000860   
