00TG               20151204                                                                                   
0601TGA3N       20160101000720100000005000 0300004820000667   
0601TGA3N       20160101000725100000005000 0300004920000676   
0601TGA3N       20160101000730100000005000 0300005020000685   
0601TGA3N       20160101000735100000005000 0300005130000696   
0601TGA3N       20160101000740100000005000 0300005230000704   
0601TGA3N       20160101000745100000005000 0300005330000713   
0601TGA3N       20160101000750100000005000 0300005420000720   
0601TGA3N       20160101000755100000005000 0300005520000729   
0601TGA3N       20160101000760100000005000 0300005630000738   
0601TGA3N       20160101000765100000005000 0300005730000747   
0601TGA3N       20160101000770100000005000 0300005830000755   
0601TGA3N       20160101000775100000005000 0300005930000763   
0601TGA3N       20160101000780100000005000 0300006040000772   
0601TGA3N       20160101000785100000005000 0300006120000777   
0601TGA3N       20160101000790100000005000 0300006220000785   
0601TGA3N       20160101000795100000005000 0300006330000794   
0601TGA3N       20160101000800100000005000 0300006430000801   
0601TGA3N       20160101000805100000005000 0300006530000809   
0601TGA3N       20160101000810100000005000 0300006640000817   
0601TGA3N       20160101000815100000005000 0300006740000824   
0601TGA3N       20160101000820100000005000 0300006820000829   
0601TGA3N       20160101000825100000005000 0300006930000837   
0601TGA3N       20160101000830100000005000 0300007030000844   
0601TGA3N       20160101000835100000005000 0300007140000853   
0601TGA3N       20160101000840100000005000 0300007240000859   
0601TGA3N       20160101000845100000005000 0300007350000867   
0601TGA3N       20160101000850100000005000 0300007450000874   
0601TGA3N       20160101000855100000005000 0300007540000879   
0601TGA3N       20160101000860100000005000 0300007640000886   
0601TGA3N       20160101000865100000005000 0300007740000892   
0601TGA3N       20160101000870100000005000 0300007840000899   
0601TGA3N       20160101000875100000005000 0300007940000905   
0601TGA3N       20160101000880100000005000 0300008060000913   
0601TGA3N       20160101000885100000005000 0300008160000919   
0601TGA3N       20160101000890100000005000 0300008260000925   
0601TGA3N       20160101000895100000005000 0300008360000931   
0601TGA3N       20160101000900100000005000 0300008460000937   
0601TGA3N       20160101000905100000005000 0300008560000943   
0601TGA3N       20160101000910100000005000 0300008660000949   
0601TGA3N       20160101000915100000005000 0300008760000955   
0601TGA3N       20160101000920100000005000 0300008860000960   
0601TGA3N       20160101000925100000005000 0300008960000966   
0601TGA3N       20160101000930100000005000 0300009060000972   
0601TGA3N       20160101000935100000005000 0300009160000977   
0601TGA3N       20160101000940100000005000 0300009260000982   
0601TGA3N       20160101000945100000005000 0300009360000988   
0601TGA3N       20160101000950100000005000 0300009460000993   
0601TGA3N       20160101000955100000005000 0300009550000997   
0601TGA3N       20160101000960100000005000 0300009650001003   
0601TGA3N       20160101000965100000005000 0300009750001008   
0601TGA3N       20160101000970100000005000 0300009850001013   
0601TGA3N       20160101000975100000005000 0300009950001018   
0601TGA3N       20160101000980100000005000 0300010050001023   
0601TGA3N       20160101000985100000005000 0300010150001028   
0601TGA3N       20160101000990100000005000 0300010260001034   
0601TGA3N       20160101000995100000005000 0300010370001040   
0601TGA3N       20160101001000100000005000 0300010480001045   
0601TGA3N       20160101001005100000005000 0300010600001052   
0601TGA3N       20160101001010100000005000 0300010710001058   
0601TGA3N       20160101001015100000005000 0300010840001065   
0601TGA3N       20160101001020100000005000 0300010950001071   
0601TGA3N       20160101001025100000005000 0300011070001077   
0601TGA3N       20160101001030100000005000 0300011180001083   
0601TGA3N       20160101001035100000005000 0300011290001088   
0601TGA3N       20160101001040100000005000 0300011400001094   
0601TGA3N       20160101001045100000005000 0300011520001100   
0601TGA3N       20160101001050100000005000 0300011630001105   
0601TGA3N       20160101001055100000005000 0300011750001111   
0601TGA3N       20160101001060100000005000 0300011860001116   
0601TGA3N       20160101001065100000005000 0300011980001122   
0601TGA3N       20160101001070100000005000 0300012090001127   
0601TGA3N       20160101001075100000005000 0300012230001135   
0601TGA3N       20160101001080100000005000 0300012350001141   
0601TGA3N       20160101001085100000005000 0300012460001146   
0601TGA3N       20160101001090100000005000 0300012580001151   
0601TGA3N       20160101001095100000005000 0300012690001156   
0601TGA3N       20160101001100100000005000 0300012810001162   
0601TGA3N       20160101001105100000005000 0300012960001170   
0601TGA3N       20160101001110100000005000 0300013080001176   
0601TGA3N       20160101001115100000005000 0300013200001181   
0601TGA3N       20160101001120100000005000 0300013320001187   
0601TGA3N       20160101001125100000005000 0300013470001195   
0601TGA3N       20160101001130100000005000 0300013590001200   
0601TGA3N       20160101001135100000005000 0300013710001205   
0601TGA3N       20160101001140100000005000 0300013860001213   
0601TGA3N       20160101001145100000005000 0300013980001218   
0601TGA3N       20160101001150100000005000 0300014100001223   
0601TGA3N       20160101001155100000005000 0300014240001230   
0601TGA3N       20160101001160100000005000 0300014370001236   
0601TGA3N       20160101001165100000005000 0300014490001241   
0601TGA3N       20160101001170100000005000 0300014630001248   
0601TGA3N       20160101001175100000005000 0300014750001253   
0601TGA3N       20160101001180100000005000 0300014880001258   
0601TGA3N       20160101001185100000005000 0300015020001265   
0601TGA3N       20160101001190100000005000 0300015140001270   
0601TGA3N       20160101001195100000005000 0300015260001274   
0601TGA3N       20160101001200100000005000 0300015410001281   
0601TGA3N       20160101001205100000005000 0300015530001286   
0601TGA3N       20160101001210100000005000 0300015650001291   
0601TGA3N       20160101001215100000005000 0300015800001298   
0601TGA3N       20160101001220100000005000 0300015920001302   
0601TGA3N       20160101001225100000005000 0300016040001307   
0601TGA3N       20160101001230100000005000 0300016180001313   
0601TGA3N       20160101001235100000005000 0300016310001318   
0601TGA3N       20160101001240100000005000 0300016430001322   
0601TGA3N       20160101001245100000005000 0300016570001328   
0601TGA3N       20160101001250100000005000 0300016690001333   
0601TGA3N       20160101001255100000005000 0300016820001338   
0601TGA3N       20160101001260100000005000 0300016960001343   
0601TGA3N       20160101001265100000005000 0300017080001348   
0601TGA3N       20160101001270100000005000 0300017200001352   
0601TGA3N       20160101001275100000005000 0300017350001358   
0601TGA3N       20160101001280100000005000 0300017470001362   
0601TGA3N       20160101001285100000005000 0300017590001366   
0601TGA3N       20160101001290100000005000 0300017750001373   
0601TGA3N       20160101001295100000005000 0300017880001378   
0601TGA3N       20160101001300100000005000 0300018010001383   
0601TGA3N       20160101001305100000005000 0300018170001390   
0601TGA3N       20160101001310100000005000 0300018300001394   
0601TGA3N       20160101001315100000005000 0300018430001399   
0601TGA3N       20160101001320100000005000 0300018580001405   
0601TGA3N       20160101001325100000005000 0300018710001409   
0601TGA3N       20160101001330100000005000 0300018840001414   
0601TGA3N       20160101001335100000005000 0300019000001421   
0601TGA3N       20160101001340100000005000 0300019130001425   
0601TGA3N       20160101001345100000005000 0300019260001429   
0601TGA3N       20160101001350100000005000 0300019420001436   
0601TGA3N       20160101001355100000005000 0300019550001440   
0601TGA3N       20160101001360100000005000 0300019680001444   
0601TGA3N       20160101001365100000005000 0300019830001450   
0601TGA3N       20160101001370100000005000 0300019960001454   
0601TGA3N       20160101001375100000005000 0300020100001459   
0601TGA3N       20160101001380100000005000 0300020250001465   
0601TGA3N       20160101001385100000005000 0300020380001469   
0601TGA3N       20160101001390100000005000 0300020510001473   
0601TGA3N       20160101001395100000005000 0300020670001479   
0601TGA3N       20160101001400100000005000 0300020800001483   
0601TGA3N       20160101001405100000005000 0300020930001487   
0601TGA3N       20160101001410100000005000 0300021090001493   
0601TGA3N       20160101001415100000005000 0300021220001497   
0601TGA3N       20160101001420100000005000 0300021350001501   
0601TGA3N       20160101001425100000005000 0300021500001506   
0601TGA3N       20160101001430100000005000 0300021630001510   
0601TGA3N       20160101001435100000005000 0300021760001514   
0601TGA3N       20160101001440100000005000 0300021920001520   
0601TGA3N       20160101001445100000005000 0300022050001523   
0601TGA3N       20160101001450100000005000 0300022180001527   
0601TGA3N       20160101001455100000005000 0300022340001533   
0601TGA3N       20160101001460100000005000 0300022470001536   
0601TGA3N       20160101001465100000005000 0300022600001540   
0601TGA3N       20160101001470100000005000 0300022760001546   
0601TGA3N       20160101001475100000005000 0300022890001549   
0601TGA3N       20160101001480100000005000 0300023020001553   
0601TGA3N       20160101001485100000005000 0300023170001558   
0601TGA3N       20160101001490100000005000 0300023300001561   
0601TGA3N       20160101001495100000005000 0300023430001565   
0601TGA3N       20160101001500100000005000 0300023590001570   
0601TGA3N       20160101001505100000005000 0300023720001573   
0601TGA3N       20160101001510100000005000 0300023850001577   
0601TGA3N       20160101001515100000005000 0300024010001582   
0601TGA3N       20160101001520100000005000 0300024140001586   
0601TGA3N       20160101001525100000005000 0300024270001589   
0601TGA3N       20160101001530100000005000 0300024430001594   
0601TGA3N       20160101001535100000005000 0300024560001597   
0601TGA3N       20160101001540100000005000 0300024690001601   
0601TGA3N       20160101001545100000005000 0300024840001605   
0601TGA3N       20160101001550100000005000 0300024970001608   
