00VD               20231110                                                                                   
0601VDA1N       20240101000415100000005000 0100000000000241   
0601VDA1N       20240101000420100000005000 0100000000000259   
0601VDA1N       20240101000425100000005000 0100000000000274   
0601VDA1N       20240101000430100000005000 0100000000000287   
0601VDA1N       20240101000435100000005000 0100000000000305   
0601VDA1N       20240101000440100000005000 0100000000000321   
0601VDA1N       20240101000445100000005000 0100000000000341   
0601VDA1N       20240101000450100000005000 0100000000000357   
0601VDA1N       20240101000455100000005000 0100000000000372   
0601VDA1N       20240101000460100000005000 0100000000000388   
0601VDA1N       20240101000465100000005000 0100000000000404   
0601VDA1N       20240101000470100000005000 0100000000000426   
0601VDA1N       20240101000475100000005000 0100000000000445   
0601VDA1N       20240101000480100000005000 0100000000000460   
0601VDA1N       20240101000485100000005000 0100000000000477   
0601VDA1N       20240101000490100000005000 0100000000000493   
0601VDA1N       20240101000495100000005000 0100000000000512   
0601VDA1N       20240101000500100000005000 0100000000000529   
0601VDA1N       20240101000505100000005000 0100000000000543   
0601VDA1N       20240101000510100000005000 0100000000000559   
0601VDA1N       20240101000515100000005000 0100000000000572   
0601VDA1N       20240101000520100000005000 0100000000000588   
0601VDA1N       20240101000525100000005000 0100000000000605   
0601VDA1N       20240101000530100000005000 0100000000000618   
0601VDA1N       20240101000535100000005000 0100000000000632   
0601VDA1N       20240101000540100000005000 0100000000000644   
0601VDA1N       20240101000545100000005000 0100000000000660   
0601VDA1N       20240101000550100000005000 0100000000000679   
0601VDA1N       20240101000555100000005000 0100000000000694   
0601VDA1N       20240101000560100000005000 0100000000000710   
0601VDA1N       20240101000565100000005000 0100000000000724   
0601VDA1N       20240101000570100000005000 0100000000000741   
0601VDA1N       20240101000575100000005000 0100000000000755   
0601VDA1N       20240101000580100000005000 0100000000000771   
0601VDA1N       20240101000585100000005000 0100000000000785   
0601VDA1N       20240101000590100000005000 0100000000000800   
0601VDA1N       20240101000595100000005000 0100000000000814   
0601VDA1N       20240101000600100000005000 0100000000000828   
0601VDA1N       20240101000605100000005000 0100000000000841   
0601VDA1N       20240101000610100000005000 0100000000000856   
0601VDA1N       20240101000615100000005000 0100000000000868   
0601VDA1N       20240101000620100000005000 0100000000000882   
0601VDA1N       20240101000625100000005000 0100000000000894   
0601VDA1N       20240101000630100000005000 0100000000000907   
0601VDA1N       20240101000635100000005000 0100000000000919   
0601VDA1N       20240101000640100000005000 0100000000000932   
0601VDA1N       20240101000645100000005000 0100000000000943   
0601VDA1N       20240101000650100000005000 0100000000000955   
0601VDA1N       20240101000655100000005000 0100000000000966   
0601VDA1N       20240101000660100000005000 0100000000000979   
0601VDA1N       20240101000665100000005000 0100000000000989   
0601VDA1N       20240101000670100000005000 0100000000001001   
0601VDA1N       20240101000675100000005000 0100000000001011   
0601VDA1N       20240101000680100000005000 0100000000001023   
0601VDA1N       20240101000685100000005000 0100000000001033   
0601VDA1N       20240101000690100000005000 0100000000001045   
0601VDA1N       20240101000695100000005000 0100000000001054   
0601VDA1N       20240101000700100000005000 0100000000001065   
0601VDA1N       20240101000705100000005000 0100000000001074   
0601VDA1N       20240101000710100000005000 0100000000001082   
0601VDA1N       20240101000715100000005000 0100000000001087   
0601VDA1N       20240101000720100000005000 0100000000001095   
0601VDA1N       20240101000725100000005000 0100000000001100   
0601VDA1N       20240101000730100000005000 0100000000001105   
0601VDA1N       20240101000735100000005000 0100000000001112   
0601VDA1N       20240101000740100000005000 0100000000001117   
0601VDA1N       20240101000745100000005000 0100000000001122   
0601VDA1N       20240101000750100000005000 0100000000001128   
0601VDA1N       20240101000755100000005000 0100000000001133   
0601VDA1N       20240101000760100000005000 0100000000001139   
0601VDA1N       20240101000765100000005000 0100000000001145   
0601VDA1N       20240101000770100000005000 0100000000001150   
0601VDA1N       20240101000775100000005000 0100000000001154   
0601VDA1N       20240101000780100000005000 0100000000001162   
0601VDA1N       20240101000785100000005000 0100000000001167   
0601VDA1N       20240101000790100000005000 0100000000001172   
0601VDA1N       20240101000795100000005000 0100000000001177   
0601VDA1N       20240101000800100000005000 0100000000001182   
0601VDA1N       20240101000805100000005000 0100000000001187   
0601VDA1N       20240101000810100000005000 0100000000001191   
0601VDA1N       20240101000815100000005000 0100000000001196   
0601VDA1N       20240101000820100000005000 0100000000001201   
0601VDA1N       20240101000825100000005000 0100000000001204   
0601VDA1N       20240101000830100000005000 0100000000001209   
0601VDA1N       20240101000835100000005000 0100000000001213   
0601VDA1N       20240101000840100000005000 0100000000001218   
0601VDA1N       20240101000845100000005000 0100000000001223   
0601VDA1N       20240101000850100000005000 0100000000001227   
0601VDA1N       20240101000855100000005000 0100000000001231   
0601VDA1N       20240101000860100000005000 0100000000001236   
0601VDA1N       20240101000865100000005000 0100000000001239   
0601VDA1N       20240101000870100000005000 0100000000001243   
0601VDA1N       20240101000875100000005000 0100000000001247   
0601VDA1N       20240101000880100000005000 0100000000001251   
0601VDA1N       20240101000885100000005000 0100000000001256   
0601VDA1N       20240101000890100000005000 0100000000001262   
0601VDA1N       20240101000895100000005000 0100000000001268   
0601VDA1N       20240101000900100000005000 0100000000001273   
0601VDA1N       20240101000905100000005000 0100000000001278   
0601VDA1N       20240101000910100000005000 0100000000001283   
0601VDA1N       20240101000915100000005000 0100000000001288   
0601VDA1N       20240101000920100000005000 0100000000001293   
0601VDA1N       20240101000925100000005000 0100000000001298   
0601VDA1N       20240101000930100000005000 0100000000001302   
0601VDA1N       20240101000935100000005000 0100000000001307   
0601VDA1N       20240101000940100000005000 0100000000001312   
0601VDA1N       20240101000945100000005000 0100000000001317   
0601VDA1N       20240101000950100000005000 0100000000001322   
0601VDA1N       20240101000955100000005000 0100000000001326   
0601VDA1N       20240101000960100000005000 0100000000001333   
0601VDA1N       20240101000965100000005000 0100000000001339   
0601VDA1N       20240101000970100000005000 0100000000001344   
0601VDA1N       20240101000975100000005000 0100000000001349   
0601VDA1N       20240101000980100000005000 0100000000001355   
0601VDA1N       20240101000985100000005000 0100000000001361   
0601VDA1N       20240101000990100000005000 0100000000001366   
0601VDA1N       20240101000995100000005000 0100000000001372   
0601VDA1N       20240101001000100000005000 0100000000001377   
0601VDA1N       20240101001005100000005000 0100000000001382   
0601VDA1N       20240101001010100000005000 0100000000001388   
0601VDA1N       20240101001015100000005000 0100000000001393   
0601VDA1N       20240101001020100000005000 0100000000001398   
0601VDA1N       20240101001025100000005000 0100000000001403   
0601VDA1N       20240101001030100000005000 0100000000001407   
0601VDA1N       20240101001035100000005000 0100000000001412   
0601VDA1N       20240101001040100000005000 0100000000001418   
0601VDA1N       20240101001045100000005000 0100000000001423   
0601VDA1N       20240101001050100000005000 0100000000001428   
0601VDA1N       20240101001055100000005000 0100000000001432   
0601VDA1N       20240101001060100000005000 0100000000001437   
0601VDA1N       20240101001065100000005000 0100000000001442   
0601VDA1N       20240101001070100000005000 0100000000001447   
0601VDA1N       20240101001075100000005000 0100000000001451   
0601VDA1N       20240101001080100000005000 0100000000001455   
0601VDA1N       20240101001085100000005000 0100000000001461   
0601VDA1N       20240101001090100000005000 0100000000001464   
0601VDA1N       20240101001095100000005000 0100000000001471   
0601VDA1N       20240101001100100000005000 0100000000001475   
0601VDA1N       20240101001105100000005000 0100000000001480   
0601VDA1N       20240101001110100000005000 0100000000001484   
0601VDA1N       20240101001115100000005000 0100000000001489   
0601VDA1N       20240101001120100000005000 0100000000001493   
0601VDA1N       20240101001125100000005000 0100000000001497   
0601VDA1N       20240101001130100000005000 0100000000001501   
0601VDA1N       20240101001135100000005000 0100000000001507   
0601VDA1N       20240101001140100000005000 0100000000001512   
0601VDA1N       20240101001145100000005000 0100000000001515   
0601VDA1N       20240101001150100000005000 0100000000001520   
0601VDA1N       20240101001155100000005000 0100000000001523   
0601VDA1N       20240101001160100000005000 0100000000001530   
0601VDA1N       20240101001165100000005000 0100000000001534   
0601VDA1N       20240101001170100000005000 0100000000001537   
0601VDA1N       20240101001175100000005000 0100000000001542   
0601VDA1N       20240101001180100000005000 0100000000001545   
0601VDA1N       20240101001185100000005000 0100000000001551   
0601VDA1N       20240101001190100000005000 0100000000001554   
0601VDA1N       20240101001195100000005000 0100000000001559   
0601VDA1N       20240101001200100000005000 0100000000001562   
0601VDA1N       20240101001205100000005000 0100000000001567   
0601VDA1N       20240101001210100000005000 0100000000001574   
0601VDA1N       20240101001215100000005000 0100000000001580   
0601VDA1N       20240101001220100000005000 0100000000001585   
0601VDA1N       20240101001225100000005000 0100000000001589   
0601VDA1N       20240101001230100000005000 0100000000001595   
0601VDA1N       20240101001235100000005000 0100000000001602   
0601VDA1N       20240101001240100000005000 0100000000001607   
0601VDA1N       20240101001245100000005000 0100000000001612   
0601VDA1N       20240101001250100000005000 0100000000001618   
0601VDA1N       20240101001255100000005000 0100000000001623   
0601VDA1N       20240101001260100000005000 0100000000001628   
0601VDA1N       20240101001265100000005000 0100000000001635   
0601VDA1N       20240101001270100000005000 0100000000001640   
0601VDA1N       20240101001275100000005000 0100000000001645   
0601VDA1N       20240101001280100000005000 0100000000001650   
0601VDA1N       20240101001285100000005000 0100000000001656   
0601VDA1N       20240101001290100000005000 0100000000001660   
0601VDA1N       20240101001295100000005000 0100000000001665   
0601VDA1N       20240101001300100000005000 0100000000001672   
